url,outlet,SB,id,RC1_Position_CL,RC1_Position_CR,RC2_Position_CL,RC2_Position_CR,RC3_Position_CL,RC3_Position_CR,RC4_Position_CL,RC4_Position_CR,RC5_Position_CL,RC5_Position_CR,RC6_Position_CL,RC6_Position_CR,Overall_Position_CL,Overall_Position_CR,SB_labeled
https://www.cronista.com/amp/economiapolitica/Alberto-convoca-a-un-hombre-del-futbol-para-desafiar-a-Larreta-en-la-Ciudad-20190527-0047.html?__twitter_impression=true,El Cronista,0.0,-205700592573652721,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0.0
https://www.ambito.com/politica/leliq/ciencia-trabajo-y-salud-las-nuevas-propuestas-alberto-fernandez-financiar-los-intereses-las-n5045958,Ambito Financiero,0.0,-1426166978383126326,1,0,1,0,0,0,1,0,1,0,1,0,1,0,-1.0
https://www.perfil.com/noticias/equipo-de-investigacion/quienes-son-los-ex-empleados-del-grupo-macri-que-renegociaron-los-contratos-de-acceso-norte-y-oeste.phtml?utm_source=dlvr.it&utm_medium=twitter,Perfil,-0.2,-8979074841249343224,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1.0
https://www.pagina12.com.ar/184443-la-libertad-de-expresion-segun-mauricio-macri?utm_source=dlvr.it&utm_medium=twitter,Pagina 12,-0.666666666666666,-1583429867124542729,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1.0
https://www.lanacion.com.ar/politica/lavagna-inaugurara-su-bunker-de-campana-y-ratifica-que-sigue-en-la-carrera-presidencial-nid2253255/?utm_term=Autofeed&utm_medium=Echobox&utm_source=Twitter#Echobox=1559281702,La Nacion,-0.333333333333333,-6229735785942253164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
https://radiomitre.cienradios.com/relato-amalia-granata-del-aborto-hija-me-salvo/?utm_source=twitter&utm_medium=nota&utm_campaign=socialshare,Radio Mitre,0.0,2382561921333327702,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0
https://www.clarin.com/politica/nuevo-viaje-alberto-fernandez-va-bolivia-peru_0_ljNUOMa.html?utm_source=dlvr.it&utm_medium=twitter,Clarin,0.25,6546851196108757776,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
https://www.clarin.com/politica/sorprendentes-silencios-cristina-kirchner-feria-libro_0_e3Pp4_xBm.html?utm_source=dlvr.it&utm_medium=twitter,Clarin,0.0,9219953558978027724,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,1.0
https://www.eldestapeweb.com/elecciones-2019/roberto-navarro-revelo-quienes-serian-los-candidatos-cristina-kirchner-2019-n51934,El Destape,0.285714285714285,6658043758215772586,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0
https://www.infobae.com/politica/2018/11/19/macri-respalda-un-proyecto-para-indemnizar-a-soldados-muertos-por-montoneros/,Infobae,0.0,-8170563262157859191,0,0,0,1,-1,0,0,1,-1,1,-1,0,-1,0,1.0
https://www.perfil.com/noticias/opinion/opinion-rogelio-alaniz-y-si-fuera-cristina-kirchner-al-gobierno-alberto-fernandez-al-poder.phtml,Perfil,0.333333333333333,2359708354683491070,0,0,0,0,-1,0,0,0,-1,0,-1,0,-1,0,1.0
https://www.clarin.com/economia/economia/efecto-pichetto-volaron-acciones-bonos-retrocedio-fuerte-riesgo-pais_0_dL2r7mN6g.html,Clarin,-0.2,-5918828873703555664,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1.0
https://www.pagina12.com.ar/189863-el-muro-de-macri,Pagina 12,-1.0,-1502369804264635536,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,0,-1,-1.0
https://www.laizquierdadiario.com/Cristina-Fernandez-se-presenta-nuevamente-en-Comodoro-Py,La Izquierda Diario,1.0,974122891528426721,0,0,-1,0,0,0,-1,0,-1,0,-1,0,-1,0,1.0
https://www.perfil.com/noticias/politica/juicio-a-cfk-segun-un-estudio-los-trolls-y-los-medios-impulsaron-ira-y-enojo-en-las-redes.phtml?utm_source=dlvr.it&utm_medium=twitter,Perfil,0.5,8555591713530950459,0,0,-1,0,-1,0,0,0,1,0,-1,0,-1,0,1.0
https://www.clarin.com/politica/juan-grabois-alberto-fernandez-cristina-kirchner-planteando-reforma-agraria-debate-agenda-_0_8teC1mt7E.html?utm_source=dlvr.it&utm_medium=twitter,Clarin,1.0,6409723559423689199,0,-1,-1,0,-1,0,-1,-1,-1,0,-1,0,-1,0,1.0
https://www.clarin.com/politica/miguel-pichetto-pidio-mercado-libre-cartoneros-contrapunto_0_NwfbecH4O.html?utm_source=dlvr.it&utm_medium=twitter,Clarin,1.0,8575386668307470253,-1,1,-1,0,0,0,-1,1,-1,1,0,0,-1,0,1.0
https://www.lanacion.com.ar/politica/mauricio-macri-inauguro-espacio-primera-infancia-construido-nid2289065/?utm_source=dlvr.it&utm_medium=twitter,La Nacion,0.0,-6883611498273318010,-1,1,-1,1,0,1,0,1,-1,1,-1,1,-1,1,1.0
https://www.eldestapeweb.com/nota/el-dia-que-de-la-rua-destaco-que-los-kirchner-rompieran-con-el-fmi-201971012430?fbclid=IwAR3mOdLORB3uXiqfQ8PT0XvdOTE0xudjPBspaJHr6eRtwBS-X7L8ufbaWAQ,El Destape,0.0,-6715604906106263214,1,0,1,0,1,0,1,0,1,0,0,0,1,0,-1.0
https://www.laizquierdadiario.com/Christian-Castillo-Macri-fue-de-terror-pero-tuvo-complices,La Izquierda Diario,-1.0,-7803136928186815581,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0
https://www.google.com/url?q=https://www.lanacion.com.ar/politica/los-picados-del-presidente-un-ritual-semanal-para-compartir-gambetas-asados-y-politica-nid1953820/amp,La Nacion,-0.5,4637723043316266079,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0.0
https://www.clarin.com/politica/primer-candidato-diputado-nacional-gobierno-ciudad-participo-marcha-orgullo-gay_0_gfVuPPHE8.html,Clarin,-1.0,8226954940476533438,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1.0
https://www.clarin.com/rural/paso-punto-inflexion-nueva-campana-agricola_0_sOYeulAvU.html?utm_source=NoticiasDeCampo&utm_medium=twitter,Clarin,0.0,3029666391325225049,0,0,-1,1,0,1,-1,0,1,1,-1,1,-1,1,1.0
https://www.laizquierdadiario.com/Apagon-masivo-en-todo-el-pais,La Izquierda Diario,-1.0,6638832169241432572,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0
https://tn.com.ar/politica/alberto-fernandez-si-llego-la-presidencia-no-voy-indultar-nadie_964531/,Todo Noticias,0.4,5647160113605208526,0,0,-1,0,1,0,-1,0,1,0,0,0,0,0,0.0
https://www.ambito.com/economia/bcra/aproveche-la-oferta-del-fugue-capitales-n5052098,Ambito Financiero,1.0,2940445652181081794,0,-1,0,-1,1,0,0,-1,0,0,0,0,0,-1,-1.0
https://www.infobae.com/america/the-new-york-times/2019/08/23/alberto-fernandez-no-es-populista-no-lo-obliguen-a-serlo/,Infobae,0.17391304347826,596793561751662667,1,0,1,0,0,0,1,0,1,0,-1,-1,1,0,-1.0
https://www.laizquierdadiario.com/Alberto-Fernandez-busco-en-Cordoba-la-aprobacion-de-Schiaretti-el-mejor-aliado-de-Macri,La Izquierda Diario,0.0909090909090909,-4171533781333791252,0,0,-1,0,0,0,-1,-1,-1,0,-1,0,-1,0,1.0
https://www.perfil.com/noticias/politica/la-historia-detras-de-la-reconciliacion-entre-alberto-f-y-cristina-kirchner.phtml?utm_source=dlvr.it&utm_medium=twitter,Perfil,0.285714285714285,-1763451196222822625,0,0,1,0,1,0,1,0,1,0,0,0,1,0,-1.0
